extended_start,extended_end,extended_duration_min,mean precipitation,P_P_coef,P_T_coef,P_H_coef,T_P_coef,T_T_coef,T_H_coef,H_P_coef,H_T_coef,H_H_coef,P_P_elem,P_T_elem,P_H_elem,T_P_elem,T_T_elem,T_H_elem,H_P_elem,H_T_elem,H_H_elem,cumulative_precipitation,P_aero_coef,T_aero_coef,H_aero_coef,aero_P_coef,aero_T_coef,aero_H_coef,aero_aero_coef,P_aero_elem,T_aero_elem,H_aero_elem,aero_P_elem,aero_T_elem,aero_H_elem,aero_aero_elem
2025-03-17 00:56:30,2025-03-17 09:42:30,526.0,5.803461538461539,"[0.0, 0.8978344537090457, 0.8114658747245604, 0.7353402236623598, 0.6668836785038187, 0.6041262714451517]","[-0.023995966186680692, -0.029237678451954147, -0.033826039588722455, -0.03685970601376667, -0.03752760747701122, -0.0368930347322647]","[0.008952491251150451, 0.0070512539384477825, 0.004917249675175222, 0.0031444979737439006, 0.003536564408761852, 0.004236071260203539]","[-0.023995966186680692, -0.017232370456124003, -0.011571663474789818, -0.007642250188106172, -0.0042060961194140545, -0.0004752954588789604]","[0.0, 0.9819129715229846, 0.9682375246487649, 0.9541179205415017, 0.9405018959968254, 0.9261054283786341]","[0.973975417277434, 0.9464306106763537, 0.9236484181498548, 0.9026470153855957, 0.8830598151180457, 0.8648374212134984]","[0.008952491251150451, 0.012517069939233318, 0.014370308453359666, 0.015242954387573757, 0.016125946678870243, 0.0170941045134862]","[0.973975417277434, 0.9653979496597427, 0.9569467527729159, 0.947806485646264, 0.9383243874874981, 0.9273581941817071]","[0.0, 0.9687114861086868, 0.9451042390809695, 0.9237482749129875, 0.9040058010158535, 0.885588390456783]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",25.148333333333326,"[-0.0034508296147626573, -0.002719449922774215, -0.0014333993689762531, -0.0007100628107587958, 0.0010367398386661698, 0.0015849732560816315]","[0.09471457013658244, 0.09017500832363627, 0.08593812283561364, 0.08155356790167005, 0.07777384385662853, 0.0745796626690337]","[0.10517353608481628, 0.10018792927095385, 0.09559064923921509, 0.09145962089100403, 0.08790635220302391, 0.08425163810072599]","[-0.0034508296147626573, -0.005401810035986418, -0.006535369448856387, -0.007079633403255541, -0.00763470041138692, -0.009060077862643378]","[0.09471457013658244, 0.09654655086182562, 0.09818475142101665, 0.0998153716273528, 0.1010827980429657, 0.10213928317732864]","[0.10517353608481628, 0.1054214829825475, 0.1058012073230788, 0.10664785970280745, 0.10702276437480565, 0.1068900597035638]","[0.0, 0.9613059211255994, 0.9308578254790397, 0.9025172160944596, 0.877102300704007, 0.8530928269031968]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-03-17 07:49:00,2025-03-17 08:49:00,60.0,0.3225806451612902,"[0.0, -0.0034874256663242845, -0.03773249933416976, 0.013052223094245408, -0.00999359952425452, -0.0018618254184213396]","[0.0583189821198701, 0.06517131897899173, 0.029807288538560774, 0.01411869639357837, 0.04707964608000134, 0.06315981748871914]","[0.06234938811067025, 0.046647712060036345, 0.04139453165302924, 0.04253068512280188, 0.028939426906577276, 0.016139396876981637]","[0.0583189821198701, 0.05827811381085786, 0.04945015685625595, 0.07507399958255341, 0.10099303582982733, 0.09365781268678038]","[0.0, 0.7808072284365789, 0.6736000026356002, 0.5969470682181095, 0.523097313559018, 0.4552285906909673]","[0.13490096057360268, 0.13805639514382803, 0.13970151501715067, 0.13864364908830296, 0.12446860027121236, 0.11808046646363018]","[0.06234938811067025, 0.06234938811067025, 0.06234938811067025, 0.06234938811067025, 0.06234938811067025, 0.06234938811067025]","[0.13490096057360268, 0.13490096057360268, 0.13490096057360268, 0.13490096057360268, 0.13490096057360268, 0.13490096057360268]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1, 2]",[],[],"[1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.1666666666666667,"[-0.056859999207001743, -0.049337754133442685, -0.03188631787908719, -0.04419050657765161, -0.025673724919077073, -0.02004786663266929]","[-0.13981162546037174, -0.14733350469514192, -0.14946315050364453, -0.15111539486752718, -0.14207822547517449, -0.12880223135747462]","[-0.9267114115457931, -0.9267114115457931, -0.9267114115457931, -0.9267114115457931, -0.9267114115457931, -0.9267114115457931]","[-0.056859999207001743, -0.055979575765530226, -0.05445331186464044, -0.05843689949029319, -0.059004979426619523, -0.0532765704294334]","[-0.13981162546037174, -0.13984268464226748, -0.1392452844672124, -0.14064675495321574, -0.14164198296404265, -0.1377645392794546]","[-0.9267114115457931, -0.9257280935364735, -0.9247208078896909, -0.923516243499863, -0.9209178598147097, -0.9186396310634665]","[0.0, 0.9955754003884101, 0.9937752910589533, 0.9920776676552308, 0.9835618658376077, 0.9805635377163431]",[],"[0, 1, 2, 3]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-03-20 20:16:00,2025-03-21 02:56:00,400.0,11.048730964467005,"[0.0, 0.9056078399616265, 0.828572415425886, 0.7583809685568801, 0.693823608325168, 0.6344644576911143]","[-0.015362956373322793, -0.017441127184471886, -0.01998683732984786, -0.022775107513791523, -0.025437771862621125, -0.027777746465877565]","[0.11377667500487021, 0.11330533556046954, 0.11258954180724617, 0.11059625860467821, 0.10987204395381057, 0.10851496384396299]","[-0.015362956373322793, -0.011197323664922052, -0.00822628267744019, -0.005621533479325515, -0.0036208471588896575, -0.002107521695088225]","[0.0, 0.9822147392287603, 0.9709150098437788, 0.9576010226324767, 0.9432615728028797, 0.9261189343734328]","[0.48416002536000347, 0.47042266190410476, 0.45757689766345955, 0.44476206086361536, 0.43156194908461454, 0.4187139676209047]","[0.11377667500487021, 0.10460768359668485, 0.09608783243092202, 0.08854645683784865, 0.08034608002269776, 0.07341447471010404]","[0.48416002536000347, 0.48710059937221567, 0.4891158748459724, 0.4900009557204051, 0.48903406230895136, 0.48548029430565526]","[0.0, 0.96892746724143, 0.945329537432422, 0.9212858161155415, 0.8968520015083538, 0.8731764684212423]","[1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]","[0, 1, 2]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",36.276666666666685,"[0.07140387768754226, 0.06909344751947037, 0.06604992093465765, 0.06286833906877518, 0.057952157485548404, 0.055063557560221514]","[0.06428967030411015, 0.06281927653743911, 0.0614720405713491, 0.060970209425382095, 0.06061340882424151, 0.05974622086985778]","[0.11979359008803332, 0.11875494126279491, 0.11700474776161636, 0.11568178671711733, 0.11364681250719, 0.11121774064498094]","[0.07140387768754226, 0.06376313691385237, 0.05653364844683915, 0.050273150787909594, 0.044324282194271446, 0.03913236087637723]","[0.06428967030411015, 0.06316660547694991, 0.06085616711681193, 0.05923814757474533, 0.056950656281964565, 0.054214439835588095]","[0.11979359008803332, 0.11850139349001389, 0.11681319994416932, 0.11436718981288582, 0.11259624454559246, 0.11073429277663908]","[0.0, 0.9612830937786095, 0.9323804720695448, 0.9070968020674056, 0.8828084334905312, 0.8612950281407871]",[],"[0, 1, 2, 3, 4, 5]",[],[],"[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]"
2025-03-21 01:54:00,2025-03-21 03:10:00,76.0,1.6820512820512816,"[0.0, 0.7464196005414745, 0.5862946427758926, 0.4674427831280695, 0.365169016399635, 0.28392411423816705]","[0.09450239915588796, 0.0628655246986495, 0.04441016333899908, 0.03268804222116973, 0.02195547938505875, 0.019140229971714016]","[0.050947854775020736, 0.018822117216829453, -0.010147583550890156, -0.020808242141375957, -0.018793727565902914, -0.021764525099373534]","[0.09450239915588796, 0.07180228293906388, 0.061376086663467555, 0.05204760672370414, 0.030533461989967346, 0.02185139333770799]","[0.0, 0.8067520989839744, 0.7012259725948617, 0.6169157480452983, 0.5405450891989231, 0.47362725934332345]","[0.12135997398790295, 0.029136770398487558, -0.0408680629550461, -0.09198179503012327, -0.12870802035883247, -0.1564511180851305]","[0.050947854775020736, 0.05486495044616069, 0.058638641861756886, 0.05424273255216201, 0.054702384529902386, 0.04702570721107193]","[0.12135997398790295, 0.11090896561988758, 0.11251614705025599, 0.09548846485398521, 0.09248710290027884, 0.08085793449217331]","[0.0, 0.6808176258328441, 0.496951810345886, 0.36462742487657535, 0.2646089746752898, 0.1872152167134398]","[1, 2, 3, 4, 5]",[],"[0, 1]",[],"[1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]",1.0933333333333335,"[0.038598155335676114, 0.019448591114486068, 0.03086508018162976, 0.03883343410156344, 0.05051923264220124, 0.045147384034481305]","[-0.06338001346783625, -0.044633617166516724, -0.030328460018901205, -0.021150032760555694, -0.003766843081309059, 0.016188634861857912]","[-0.0711384628944418, -0.05566503327223178, -0.04709009805947951, -0.038295581220935834, -0.033267633643469983, -0.03226724326237433]","[0.038598155335676114, 0.014032405427068113, -0.009651054662996829, -0.022503557316255772, -0.022871100791946673, -0.027023791548982365]","[-0.06338001346783625, -0.05913020729318001, -0.045606944957433074, -0.03525369662058139, -0.034276017756494824, -0.012629491514399196]","[-0.0711384628944418, -0.054915548178260665, -0.022220263404183097, -0.002449680208794832, 0.016159534523556743, 0.02566195070055489]","[0.0, 0.7555419978906754, 0.6181590888272002, 0.5111500656659524, 0.41906060610976437, 0.34986226363015915]","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]"
2025-03-21 03:36:00,2025-03-21 04:28:00,52.0,1.2230769230769232,"[0.0, -0.02946339368029213, 0.49350509140464927, -0.05056450453589553, 0.28696232406709893, -0.0494909321219065]","[-0.10340738103025046, 0.004792480842441354, 0.08062773619598666, 0.017957842524888537, 0.051853796763643024, 0.012963985068732533]","[-0.05428142090372232, -0.05165496690239668, -0.03061844309804946, -0.043441014740161946, 0.007089838391623413, -0.0219022185407559]","[-0.10340738103025046, 0.03279470047353264, -0.037886646265471044, -0.00881449919965642, -0.022378323022217907, -0.012955059600613906]","[0.0, -0.01977730789567502, -0.015406625605729021, -0.002319373020675069, -0.020278228669747485, -0.029582869509239208]","[-0.03195114508746614, 0.03242221912214458, -0.019749257149343898, 0.022996656674667344, -0.018691088587146246, 0.023507351747783227]","[-0.05428142090372232, -0.036352494161457534, -0.014675260935608345, -0.027608215836203334, 0.007975012688565241, 0.0010566602967022958]","[-0.03195114508746614, 0.029908021478937355, -0.011002821194906205, 0.02526835654283621, 0.006302805999651186, 0.013822051244333427]","[0.0, -0.3245862535914671, 0.7323243952253468, -0.3175389844300504, 0.5992091187967524, -0.32562703733000353]","[1, 2]",[],[],[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",0.53,"[0.08924423884562999, 0.011869874139656794, -0.05007676516276515, -0.0045812100313946695, -0.04890795788057269, -0.003363499010648098]","[-0.7462734396045828, 0.048854397743543124, 0.022425177042398516, -0.007131849795058341, 0.010420814509657168, 0.0003372569784140628]","[0.10114309177341575, -0.04429698653940859, -0.024251934829988237, -0.033938014105143036, -0.04005812172533085, -0.015450139546354259]","[0.08924423884562999, -0.005870867024802091, 0.03747451380965268, 0.0085792009067848, 0.016613199893126582, 0.01312862952824023]","[-0.7462734396045828, 0.011139725723999582, 0.014375699549960336, 0.012101196543306152, 0.0058276282169566805, 0.027462584029170508]","[0.10114309177341575, -0.04478543097067831, 0.10752381799866269, -0.06257404262926253, 0.0839070166036025, -0.052863889683499705]","[0.0, -0.038890410626550145, -0.01921376501600652, -0.011884363140275021, -0.012253928891888059, -0.014196091664316726]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-03-24 06:19:00,2025-03-24 19:55:00,816.0,2.13681592039801,"[0.0, 0.8744067221178484, 0.8071424813921648, 0.7382770893901265, 0.6767724811072668, 0.6198476596407319]","[-0.026730815515185236, -0.026714661050349472, -0.026378892033972402, -0.026001789022471106, -0.026341812125957473, -0.02598286733570966]","[-0.0037366662178173835, -0.0032263887899917866, -0.0020672754543176754, -0.0016445718411496851, -0.002400151827674739, -0.0022626961822163442]","[-0.026730815515185236, -0.022816579734331977, -0.020063507925407405, -0.017719363374723036, -0.01557329865234266, -0.013715432646708993]","[0.0, 0.9857997864388105, 0.9727761065972012, 0.9583755959310389, 0.9425185082842843, 0.9247247658280119]","[0.7108505571756462, 0.7020818386577371, 0.694680109170501, 0.6881240872345622, 0.6819347908500898, 0.6764868887697983]","[-0.0037366662178173835, -0.004510186831452948, -0.005043569157755921, -0.005650561868883825, -0.005708902564492548, -0.006466427255196448]","[0.7108505571756462, 0.7083701162483507, 0.7053217647924288, 0.7015757877720533, 0.6970007165760846, 0.6910632310227552]","[0.0, 0.9808688410898495, 0.9667335055310936, 0.9547480042717392, 0.9439286555081537, 0.9340517917057888]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",14.316666666666665,"[0.036916907067453576, 0.036613923891381066, 0.036132907963734036, 0.035583095632712405, 0.0344962787221573, 0.03371413203096157]","[-0.08672056332300519, -0.08730814649011714, -0.08783032617801624, -0.08822415734937096, -0.0885225848457665, -0.08869324881998747]","[-0.1072212635326136, -0.10779458981680866, -0.10835033571704596, -0.10859169754918982, -0.10867359843697631, -0.1087434624397247]","[0.036916907067453576, 0.03629926112160022, 0.0357948145459735, 0.03521609299644537, 0.03447086178079337, 0.034594142360805984]","[-0.08672056332300519, -0.08557281887084735, -0.08431735385781021, -0.08305279337600936, -0.08190551347102731, -0.08085642714859104]","[-0.1072212635326136, -0.10683876339940852, -0.10629180384562709, -0.10595668694623928, -0.10565293929311645, -0.10539284113337427]","[0.0, 0.9910150816180777, 0.9840780801108525, 0.9768350648131171, 0.9685493741645119, 0.9608756209541043]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-03-24 15:46:00,2025-03-24 19:38:00,232.0,1.6060869565217388,"[0.0, 0.765699477227146, 0.5961567246578919, 0.4639507773486164, 0.35996171195947263, 0.2803129603923449]","[-0.04154888325773431, -0.0336907699674347, -0.0257073916940656, -0.022114860241983347, -0.01949241718726059, -0.02040069554605975]","[-0.03434543638502032, -0.02750518624733361, -0.02114439995482231, -0.01660036920107517, -0.011554818765105177, -0.01231978898478211]","[-0.04154888325773431, -0.03416600546624368, -0.031784924675864794, -0.025639110999408587, -0.022334708190624167, -0.020637777395031115]","[0.0, 0.9213630112894755, 0.8654248176203102, 0.8140897480545054, 0.7680277852518539, 0.7249752344809722]","[0.5991167007565021, 0.5476716633891948, 0.5002505137711765, 0.4527623372897627, 0.40571170927085637, 0.35902019029013793]","[-0.03434543638502032, -0.03293422575016594, -0.03138104483018022, -0.029649827168792813, -0.027868856975669706, -0.029204766653459554]","[0.5991167007565021, 0.5634884830513809, 0.5336419913741559, 0.5079671142230343, 0.48529050764097603, 0.4632830402597349]","[0.0, 0.9265205815830675, 0.8705674971739178, 0.8170450873333924, 0.7651021377292695, 0.7102901812250083]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[0],"[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",3.0783333333333327,"[0.061040754578088975, 0.061246926573140695, 0.060935119629416716, 0.060319746609922904, 0.0545458039629867, 0.05135659609222884]","[0.07332699744183818, 0.070593062249975, 0.06894673818433161, 0.0665025444464343, 0.06452386683815456, 0.06331966391571156]","[0.016634606564914063, 0.018104296740269147, 0.018932147959556826, 0.01695823883471595, 0.018552633289166027, 0.02079544089277009]","[0.061040754578088975, 0.050629296866829335, 0.04196970452081389, 0.0347281802293277, 0.030633137205904704, 0.028717791983903684]","[0.07332699744183818, 0.07573660990600747, 0.07607851606276338, 0.07599550601061873, 0.07742308414201494, 0.07794582985886973]","[0.016634606564914063, 0.01727845555319986, 0.016494881728078583, 0.01723709365297273, 0.017888826163254073, 0.018292785703070007]","[0.0, 0.9362416049862508, 0.8943086705592546, 0.8570449133892099, 0.8232664614817299, 0.7934055873571471]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-03-24 18:50:30,2025-03-24 19:40:30,50.0,1.1153846153846152,"[0.0, 0.4531420478020153, 0.2068029542667543, 0.08414955668246517, -0.015987089934365786, -0.036975957624098214]","[-0.08914285041088141, 0.02888672348113021, 0.07480663803085286, 0.033159534969322356, 0.08033098459908614, 0.06046076504384179]","[-0.12962152787543438, -0.011284604296622557, 0.04680269022883409, 0.045455952830758116, 0.08987704576093707, 0.06370910103380861]","[-0.08914285041088141, -0.04456668906803939, -0.025522604296827657, -0.01431938450067366, -0.022987188437007925, -0.019797383290685453]","[0.0, -0.03527843967061325, 0.007827209269195317, -0.03800195938038223, -0.01081504965068663, -0.04710334471821708]","[0.751421913349726, 0.1873006154825059, 0.08192388134038114, -0.032087182976342145, -0.022054100329733164, -0.023158358912683422]","[-0.12962152787543438, -0.05571576611320692, -0.024189054324239186, -0.014434272977153342, -0.023188261373898227, -0.00278208446721277]","[0.751421913349726, -0.023589702144561308, -0.01225573562322927, -0.04523845096561443, -0.0012475496842157044, -0.05396621406943624]","[0.0, 0.22295899663331764, 0.06099047999593736, -0.04280890333456853, -0.03955803861156636, -0.03922405603548127]",[1],[],[],[],"[1, 2]","[0, 1]",[],"[0, 1, 2, 3]",[1],0.4833333333333333,"[0.008485617021496845, 0.029343521499557282, -0.002821716952984213, 0.00548871619358225, 0.00507192600810455, -0.01062171468739163]","[0.04717497539969409, 0.04420278100954864, 0.05896191521383441, 0.03213833148070969, 0.028063696122021687, -0.007748733662124454]","[0.019931826973618973, 0.021376111921393583, 0.040820058511736264, 0.0158438456987171, -0.013408517174246133, -0.03852300023717479]","[0.008485617021496845, 0.0038875830540834305, 0.006300782677045329, 0.012823806692429796, -0.005313563649848808, -0.0034503437125487147]","[0.04717497539969409, -0.022842717801750463, 0.01965086729489369, 0.030170993884386394, 0.012496291109222348, 0.034739286690606656]","[0.019931826973618973, 0.009412891735412782, 0.02038256626087711, 0.031477188442477114, 0.031083710231591944, 0.03754106072553223]","[0.0, 0.6956680716793254, 0.5499384377392256, 0.429285601561392, 0.33152732523264483, 0.2416780621490935]",[],[],[],[],[],[],"[1, 2, 3, 4, 5]"
2025-03-31 23:46:00,2025-04-01 03:14:00,208.0,8.414563106796116,"[0.0, 0.8487267724480748, 0.7371462766248156, 0.6420966533931504, 0.5622928506322679, 0.491419672073094]","[-0.009243840578150244, -0.008897806063719552, -0.010903107278357922, -0.012948285072232344, -0.015825815245189293, -0.017942302253190413]","[0.0841869889332275, 0.08434701877316693, 0.08177972473909684, 0.07975626073390277, 0.07774068275055873, 0.0758170229593484]","[-0.009243840578150244, -0.00430056743593708, 6.381080763828512e-05, 0.0018625252441804008, 0.00255809925707703, 0.0026135341037813744]","[0.0, 0.9512052495650646, 0.9246404042159491, 0.8995283838920749, 0.8795470831081568, 0.861245612048552]","[0.06849523523141512, 0.05987584603328473, 0.04750373352605942, 0.031543703325501334, 0.015653633462930285, -0.0008294066149173904]","[0.0841869889332275, 0.07525956772257199, 0.06575247865050993, 0.05801335870736363, 0.050196440568931654, 0.04715740690642254]","[0.06849523523141512, 0.06440762616811196, 0.06143283316884039, 0.058812980312616864, 0.05453350423711025, 0.051819370117672285]","[0.0, 0.9547340656181101, 0.9029986516508162, 0.8472451408042775, 0.7917473648959387, 0.739488750411512]","[1, 2, 3, 4, 5]",[],"[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]",[],[0],[],"[1, 2, 3, 4, 5]",14.445000000000002,"[0.1867273747467846, 0.1901916965895896, 0.1836789869179647, 0.16929241981380605, 0.1489841383505729, 0.13391283162848866]","[0.027557335169802518, 0.018144643173139234, 0.008334170629389273, 9.762806359311871e-05, -0.006539694376832166, -0.012976118712435598]","[0.015686487324172466, 0.013378583634950085, 0.008780330492602816, 0.004451938520589497, -0.0010252100853172024, -0.0062732898061344635]","[0.1867273747467846, 0.1651690168025956, 0.15075389820518736, 0.13652216193861458, 0.12103989594522548, 0.10739648941340686]","[0.027557335169802518, 0.024793389277760584, 0.019952880897168547, 0.01631118548488268, 0.011614693297584671, 0.006612042823363429]","[0.015686487324172466, 0.01734295779109868, 0.017003846249857867, 0.014528375532070188, 0.011449411692207428, 0.008060510480600828]","[0.0, 0.8766934421843255, 0.7020420816001776, 0.525007209791031, 0.3720407918262254, 0.2529857245662516]",[],"[0, 1, 2, 3, 5]",[],"[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]",[],"[1, 2, 3, 4, 5]"
2025-04-01 01:46:30,2025-04-01 07:16:30,330.0,3.5817073170731715,"[0.0, 0.81715171564724, 0.744199071307326, 0.660526676886034, 0.5920160159284261, 0.5286209096039127]","[0.06334644654812552, 0.06323665629217504, 0.06252511174520185, 0.062373279658542155, 0.06173231473692895, 0.05996213335579639]","[0.06795358917916684, 0.06779855570551846, 0.06741517804111863, 0.06757843548016539, 0.06859870765423706, 0.06792897331449044]","[0.06334644654812552, 0.06263357225927048, 0.06308810616669658, 0.06324139400702872, 0.06350077524626951, 0.06313982345395958]","[0.0, 0.9868050749325917, 0.9801829621032198, 0.9753414978360183, 0.9704405063453972, 0.9670383848531797]","[0.9616567558601531, 0.9535731909317103, 0.9490703258083327, 0.945516057319048, 0.9419062859166648, 0.939506501753257]","[0.06795358917916684, 0.06601356135191541, 0.065726356458626, 0.06482630167537967, 0.06366058935005771, 0.06153258538560984]","[0.9616567558601531, 0.9551446708975659, 0.949910271506602, 0.947385123084409, 0.9443051131713971, 0.9416014417300448]","[0.0, 0.9856295672724553, 0.9773030583763053, 0.9723544657663016, 0.9673104036286793, 0.9629870494743009]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4]","[1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]",9.79,"[-0.03513288418683, -0.03189878663281956, -0.030839496126330766, -0.028895915131492908, -0.030762069242203528, -0.03035280525701291]","[0.15764387015702122, 0.15571851802492417, 0.15351069979463594, 0.15218806616305952, 0.15080178574097078, 0.1500833107404037]","[0.1484967556184103, 0.14758753621964532, 0.14635431103790472, 0.14612311834765915, 0.14628243394671359, 0.1466239526618543]","[-0.03513288418683, -0.02279313870266215, -0.015530729706205814, -0.009498047293673853, -0.005985352036711304, -0.0008795111469415585]","[0.15764387015702122, 0.15685217983263564, 0.1555658524158419, 0.15376397605545075, 0.1525095998647379, 0.15232344205830953]","[0.1484967556184103, 0.14838087784651321, 0.14801967063652646, 0.14650073611989703, 0.14568746733024956, 0.14475002528077135]","[0.0, 0.9537946387490557, 0.9196482800054462, 0.8897084095126115, 0.8611073506754485, 0.8351272331134878]","[0, 1, 2, 3, 4, 5]",[0],"[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[0, 1, 2, 3, 4, 5]","[1, 2, 3, 4, 5]"
2025-04-04 10:14:00,2025-04-04 11:02:00,48.0,2.3759999999999994,"[0.0, -0.015812622731682564, -0.031365531076765374, 0.004233357250578567, -0.011039596184588855, -0.0267367858207301]","[0.09873861986599655, 0.06294087480511372, 0.05256980128246102, 0.017442533733106887, -0.019990741878020947, -0.021514126438692712]","[-0.0320478168306955, 0.19245042047829183, 0.1309043285921697, 0.10519316325939307, 0.05447185090832726, 0.055129411191186424]","[0.09873861986599655, -0.005955219605452989, 0.018064907732436165, 0.006857521417656314, -0.024164404564022093, -0.007050635864733743]","[0.0, 0.7098396300458671, 0.5867600777202502, 0.48995573181281205, 0.3972760057077424, 0.3289240411867818]","[0.402479189658835, 0.30736892996918397, 0.22974288467564144, 0.17985397765323907, 0.13516184046418234, 0.09653004220640928]","[-0.0320478168306955, -0.08013387464764583, -0.05526907917529909, -0.062264231435200885, -0.07510207794923035, -0.08711510844355169]","[0.402479189658835, 0.29632600066457937, 0.2234727286468664, 0.17537385528204744, 0.11637172423241506, 0.070100003929789]","[0.0, 0.6920890906163929, 0.533018678861879, 0.4076250101821187, 0.29423025192222996, 0.2044920199082494]",[1],[],[1],[],"[1, 2, 3]",[0],[],"[0, 1, 2, 3]","[1, 2]",0.99,"[0.006764530355721281, 0.0010558662635152993, -0.012378891013100288, -0.006771414721394924, -0.02960075653726394, -0.01822523602257126]","[0.3575723902212375, 0.2713993655792651, 0.20903603018568803, 0.16470126655073425, 0.1297948604681178, 0.09319629241873041]","[0.28020512405229125, 0.21068770365332654, 0.16813083783761798, 0.1310800683384557, 0.10569123766487298, 0.0635527252762503]","[0.006764530355721281, 0.03012834079076561, 0.047397856727105274, 0.03232050779363917, 0.037393445468848825, -0.0035143223195325036]","[0.3575723902212375, 0.378865010743486, 0.3767676325095131, 0.3624795735276404, 0.35533322411834667, 0.3213632986742008]","[0.28020512405229125, 0.22759102019548333, 0.18986478491815886, 0.1550953631754727, 0.12225670952169805, 0.09031103823509826]","[0.0, 0.7083847257514091, 0.5763567181182124, 0.47149642908452605, 0.39102800793413584, 0.30679295985287297]",[],[0],[],[],"[0, 1, 2, 3]",[],"[1, 2, 3, 4, 5]"
